Ticker,Name,Sector,Score,Tier,Session,PM Change %,PM Volume,PM Price,Prev Close,Gap %,L1 Catalyst,L2 Volume,L3 Price,L4 RS,L5 Options,Data Sources
FICO,Fair Isaac Corporation,Technology,3,WATCH,after-hours,-29.37,199376,1137.33,1166.7,-2.52,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 5.8% of ADV (need ≥20%),Gap -2.5% vs prior close; Testing/reclaiming 50-day MA (1099.59),Stock +0.0% — insufficient RS edge,ATM IV 58% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
WDAY,"Workday, Inc.",Technology,3,WATCH,after-hours,-3.63,4517208,144.28,147.91,-2.45,"EPS surprise -100.0%; Strong analyst consensus: 12 analysts, EPS $3.66 tight range (±2%); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 8.0% of ADV (need ≥20%),Gap -2.5% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 88th percentile; ATM IV 62% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
L,Loews Corporation,Financial Services,3,WATCH,after-hours,2.55,556320,107.57,105.02,2.43,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 5.9% of ADV (need ≥20%),Gap +2.4% vs prior close; Above prior day high (106.48); Testing/reclaiming 50-day MA (107.85); Testing/reclaiming 200-day MA (104.63); Pre-mkt price above prior VWAP proxy (106.93),Stock +0.0% — insufficient RS edge,IV rank 100th percentile; Call/Put vol ratio 18.9×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,3,WATCH,after-hours,4.66,788697,198.12,193.46,2.41,"EPS surprise -100.0%; Strong analyst consensus: 10 analysts, EPS $3.97 tight range (±4%); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 7.7% of ADV (need ≥20%),Gap +2.4% vs prior close; Testing/reclaiming 50-day MA (197.30); Testing/reclaiming 200-day MA (195.83); Pre-mkt price above prior VWAP proxy (197.15),Stock +0.0% — insufficient RS edge,IV rank 58th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
CRL,"Charles River Laboratories International, Inc.",Healthcare,3,WATCH,after-hours,-4.45,519307,181.34,185.79,-2.4,"EPS surprise -100.0%; Analyst upgrade today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 5.6% of ADV (need ≥20%),Gap -2.4% vs prior close; Testing/reclaiming 200-day MA (176.89),Stock +0.0% — insufficient RS edge,IV rank 82th percentile; Call/Put vol ratio 10.2×; ATM IV 57% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
CMS,CMS Energy Corporation,Utilities,3,WATCH,after-hours,1.68,3103906,72.04,70.36,2.39,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 10.4% of ADV (need ≥20%),Gap +2.4% vs prior close; Above prior day high (70.65); Pre-mkt price above prior VWAP proxy (71.74),Stock +0.0% — insufficient RS edge,IV rank 100th percentile; Call/Put vol ratio 3.1×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
CHTR,"Charter Communications, Inc.",Communication Services,3,WATCH,after-hours,3.07,2731172,132.12,129.05,2.38,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 8.4% of ADV (need ≥20%),Gap +2.4% vs prior close; Pre-mkt price above prior VWAP proxy (131.43),Stock +0.0% — insufficient RS edge,IV rank 95th percentile; ATM IV 59% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
STZ,"Constellation Brands, Inc.",Consumer Defensive,3,WATCH,after-hours,3.13,1486523,140.91,137.78,2.27,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 7.0% of ADV (need ≥20%),Gap +2.3% vs prior close; Above prior day high (138.01); Pre-mkt price above prior VWAP proxy (140.60),Stock +0.0% — insufficient RS edge,IV rank 60th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
AIZ,"Assurant, Inc.",Financial Services,3,WATCH,after-hours,5.69,492559,257.35,251.66,2.26,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 11.0% of ADV (need ≥20%),Gap +2.3% vs prior close; Above prior day high (254.43); Pre-mkt price above prior VWAP proxy (256.33),Stock +0.0% — insufficient RS edge,Call/Put vol ratio 17.1×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
MO,"Altria Group, Inc.",Consumer Defensive,3,WATCH,after-hours,1.59,8039064,72.19,70.6,2.25,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 10.1% of ADV (need ≥20%),Gap +2.3% vs prior close; Above prior day high (71.20); Testing/reclaiming 50-day MA (68.96); Pre-mkt price above prior VWAP proxy (72.17),Stock +0.0% — insufficient RS edge,IV rank 98th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
GRMN,Garmin Ltd.,Technology,3,WATCH,after-hours,-5.39,430335,236.57,241.96,-2.23,"EPS surprise -100.0%; Revenue estimate +7.9% vs prior period ($2.9B avg, 1 analysts); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 5.6% of ADV (need ≥20%),Gap -2.2% vs prior close; Testing/reclaiming 200-day MA (228.77),Stock +0.0% — insufficient RS edge,Call/Put vol ratio 12.2×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
MTD,Mettler-Toledo International Inc.,Healthcare,3,WATCH,after-hours,-26.15,216564,1154.33,1180.48,-2.22,"EPS surprise -100.0%; Revenue estimate +10.1% vs prior period ($1.3B avg, 2 analysts); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 8.5% of ADV (need ≥20%),Gap -2.2% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 96th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
EOG,"EOG Resources, Inc.",Energy,3,WATCH,after-hours,-3.1,2750102,137.78,140.88,-2.2,"EPS surprise -100.0%; High analyst uncertainty: EPS range $3.25–$4.82 (40% spread); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.5% of ADV (need ≥20%),Gap -2.2% vs prior close; Testing/reclaiming 50-day MA (137.78),Stock +0.0% — insufficient RS edge,IV rank 81th percentile; Call/Put vol ratio 4.3×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,3,WATCH,after-hours,1.93,11504570,90.33,88.4,2.18,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 16.4% of ADV (need ≥20%),Gap +2.2% vs prior close; Above prior day high (89.82); Pre-mkt price above prior VWAP proxy (89.91),Stock +0.0% — insufficient RS edge,IV rank 100th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
KKR,KKR & Co. Inc.,Financial Services,3,WATCH,after-hours,-2.06,2134520,93.4,95.46,-2.16,"EPS surprise -100.0%; High analyst uncertainty: EPS range $2.33–$3.08 (29% spread); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 4.5% of ADV (need ≥20%),Gap -2.2% vs prior close,Stock +0.0% — insufficient RS edge,ATM IV 53% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
AEE,Ameren Corporation,Utilities,3,WATCH,after-hours,2.28,1069509,109.27,106.99,2.13,"EPS surprise -100.0%; High analyst uncertainty: EPS range $0.88–$1.24 (35% spread); Analyst upgrade today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 5.7% of ADV (need ≥20%),Gap +2.1% vs prior close; Above prior day high (107.84); Testing/reclaiming 200-day MA (105.39); Pre-mkt price above prior VWAP proxy (108.97),Stock +0.0% — insufficient RS edge,IV rank 94th percentile; Call/Put vol ratio 8.7×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
DTE,DTE Energy Company,Utilities,3,WATCH,after-hours,3.04,903301,145.77,142.73,2.13,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.0% of ADV (need ≥20%),Gap +2.1% vs prior close; Above prior day high (143.76); Testing/reclaiming 50-day MA (145.17); Testing/reclaiming 200-day MA (139.63); Pre-mkt price above prior VWAP proxy (145.32),Stock +0.0% — insufficient RS edge,IV rank 92th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
A,"Agilent Technologies, Inc.",Healthcare,3,WATCH,after-hours,-2.93,1650368,135.44,138.37,-2.12,"EPS surprise -100.0%; Revenue estimate +6.0% vs prior period ($2.2B avg, 5 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.1% of ADV (need ≥20%),Gap -2.1% vs prior close; Testing/reclaiming 200-day MA (130.04),Stock +0.0% — insufficient RS edge,IV rank 93th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,3,WATCH,after-hours,6.48,873152,313.99,307.51,2.11,"EPS surprise -100.0%; Revenue estimate +34.4% vs prior period ($1.8B avg, 7 analysts); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 11.3% of ADV (need ≥20%),Gap +2.1% vs prior close; Pre-mkt price above prior VWAP proxy (312.60),Stock +0.0% — insufficient RS edge,IV rank 83th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
BLK,"BlackRock, Inc.",Financial Services,3,WATCH,after-hours,-21.23,710735,995.6,1016.83,-2.09,"EPS surprise -100.0%; Revenue estimate +5.9% vs prior period ($9.6B avg, 2 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 10.3% of ADV (need ≥20%),Gap -2.1% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 54th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ED,"Consolidated Edison, Inc.",Utilities,3,WATCH,after-hours,2.18,1803945,106.26,104.08,2.09,"EPS surprise -100.0%; Analyst downgrade today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.6% of ADV (need ≥20%),Gap +2.1% vs prior close; Above prior day high (104.71); Testing/reclaiming 200-day MA (104.07); Pre-mkt price above prior VWAP proxy (106.07),Stock +0.0% — insufficient RS edge,IV rank 83th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
UBER,"Uber Technologies, Inc.",Technology,3,WATCH,after-hours,-1.5,16317677,70.71,72.21,-2.08,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 8.4% of ADV (need ≥20%),Gap -2.1% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 84th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
DASH,"DoorDash, Inc.",Communication Services,3,WATCH,after-hours,-3.27,6172765,156.8,160.07,-2.04,"EPS surprise -100.0%; Revenue estimate +6.5% vs prior period ($6.7B avg, 14 analysts); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 12.3% of ADV (need ≥20%),Gap -2.0% vs prior close,Stock +0.0% — insufficient RS edge,ATM IV 60% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
NSC,Norfolk Southern Corporation,Industrials,3,WATCH,after-hours,6.26,946842,313.45,307.19,2.04,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 7.3% of ADV (need ≥20%),Gap +2.0% vs prior close; Above prior day high (310.69); Testing/reclaiming 50-day MA (306.14); Pre-mkt price above prior VWAP proxy (312.51),Stock +0.0% — insufficient RS edge,IV rank 57th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
JNJ,Johnson & Johnson,Healthcare,3,WATCH,after-hours,4.6,5636649,232.77,228.17,2.02,"EPS surprise -100.0%; Revenue estimate +13.1% vs prior period ($32.1B avg, 4 analysts); Analyst upgrade today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 7.3% of ADV (need ≥20%),Gap +2.0% vs prior close; Above prior day high (228.67); Testing/reclaiming 50-day MA (231.45); Pre-mkt price above prior VWAP proxy (232.33),Stock +0.0% — insufficient RS edge,IV rank 71th percentile; Call/Put vol ratio 5.7×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
SPG,"Simon Property Group, Inc.",Real Estate,3,WATCH,after-hours,4.09,1406293,210.31,206.22,1.98,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.5% of ADV (need ≥20%),Gap +2.0% vs prior close; Above prior day high (206.52); Pre-mkt price above prior VWAP proxy (208.92),Stock +0.0% — insufficient RS edge,IV rank 57th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
DUK,Duke Energy Corporation,Utilities,3,WATCH,after-hours,2.4,3264688,124.22,121.82,1.97,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 10.3% of ADV (need ≥20%),Gap +2.0% vs prior close; Above prior day high (122.72); Testing/reclaiming 200-day MA (124.01); Pre-mkt price above prior VWAP proxy (123.93),Stock +0.0% — insufficient RS edge,IV rank 90th percentile; Call/Put vol ratio 4.9×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
AON,Aon plc,Financial Services,3,WATCH,after-hours,6.29,1331532,328.53,322.24,1.95,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.8% of ADV (need ≥20%),Gap +2.0% vs prior close; Above prior day high (327.90); Testing/reclaiming 50-day MA (321.04); Pre-mkt price above prior VWAP proxy (327.93),Stock +0.0% — insufficient RS edge,Call/Put vol ratio 4.4×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
MA,Mastercard Incorporated,Financial Services,3,WATCH,after-hours,9.32,2995785,491.08,481.76,1.93,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.1% of ADV (need ≥20%),Gap +1.9% vs prior close; Above prior day high (488.55); Pre-mkt price above prior VWAP proxy (489.69),Stock +0.0% — insufficient RS edge,IV rank 75th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
WTW,Willis Towers Watson Public Limited Company,Financial Services,3,WATCH,after-hours,4.95,659285,263.54,258.59,1.91,"EPS surprise -100.0%; Revenue estimate +27.6% vs prior period ($3.5B avg, 4 analysts); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 8.5% of ADV (need ≥20%),Gap +1.9% vs prior close; Above prior day high (261.19); Pre-mkt price above prior VWAP proxy (262.65),Stock +0.0% — insufficient RS edge,IV rank 86th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
TMO,Thermo Fisher Scientific Inc.,Healthcare,3,WATCH,after-hours,-9.23,1244342,472.8,482.03,-1.91,"EPS surprise -100.0%; Revenue estimate +9.8% vs prior period ($14.7B avg, 5 analysts); Analyst downgrade today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 4.6% of ADV (need ≥20%),Gap -1.9% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 58th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
MPC,Marathon Petroleum Corporation,Energy,3,WATCH,after-hours,-5.04,2133373,262.01,267.05,-1.89,"EPS surprise -100.0%; High analyst uncertainty: EPS range $2.53–$5.45 (73% spread); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 8.9% of ADV (need ≥20%),Gap -1.9% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 79th percentile; Call/Put vol ratio 4.1×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
PM,Philip Morris International Inc.,Consumer Defensive,3,WATCH,after-hours,3.3,4571672,178.29,174.99,1.89,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 9.6% of ADV (need ≥20%),Gap +1.9% vs prior close; Testing/reclaiming 50-day MA (170.57); Pre-mkt price above prior VWAP proxy (177.91),Stock +0.0% — insufficient RS edge,IV rank 64th percentile; Call/Put vol ratio 4.2×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
LII,Lennox International Inc.,Industrials,3,WATCH,after-hours,-9.65,303855,508.43,518.08,-1.86,"EPS surprise -100.0%; Strong analyst consensus: 15 analysts, EPS $6.27 tight range (±7%); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 7.8% of ADV (need ≥20%),Gap -1.9% vs prior close; Testing/reclaiming 50-day MA (495.74),Stock +0.0% — insufficient RS edge,ATM IV 52% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
IQV,IQVIA Holdings Inc.,Healthcare,3,WATCH,after-hours,-3.43,962676,183.45,186.88,-1.84,"EPS surprise -100.0%; Strong analyst consensus: 10 analysts, EPS $5.27 tight range (±3%); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 5.7% of ADV (need ≥20%),Gap -1.8% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 64th percentile; ATM IV 53% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
AWK,"American Water Works Company, Inc.",Utilities,3,WATCH,after-hours,2.22,2565514,124.47,122.25,1.82,"EPS surprise -100.0%; Analyst upgrade today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 12.5% of ADV (need ≥20%),Gap +1.8% vs prior close,Stock +0.0% — insufficient RS edge,Call/Put vol ratio 7.2×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
BR,"Broadridge Financial Solutions, Inc.",Technology,3,WATCH,after-hours,-2.76,1308237,151.34,154.1,-1.79,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 7.6% of ADV (need ≥20%),Gap -1.8% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 63th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
COR,"Cencora, Inc.",Healthcare,3,WATCH,after-hours,4.72,989244,275.04,270.32,1.75,"EPS surprise -100.0%; Revenue estimate +7.3% vs prior period ($118.1B avg, 3 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 4.9% of ADV (need ≥20%),Gap +1.7% vs prior close; Above prior day high (270.84),Stock +0.0% — insufficient RS edge,IV rank 99th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
COP,ConocoPhillips,Energy,3,WATCH,after-hours,-2.09,4439994,117.14,119.23,-1.75,"EPS surprise -100.0%; High analyst uncertainty: EPS range $1.65–$2.33 (34% spread); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.8% of ADV (need ≥20%),Gap -1.8% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 62th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
HUBB,Hubbell Incorporated,Industrials,3,WATCH,after-hours,-8.45,651364,476.82,485.27,-1.74,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 9.5% of ADV (need ≥20%),Gap -1.7% vs prior close; Testing/reclaiming 200-day MA (469.42),Stock +0.0% — insufficient RS edge,Call/Put vol ratio 5.7×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
SHW,The Sherwin-Williams Company,Basic Materials,3,WATCH,after-hours,5.21,1828288,305.3,300.09,1.74,"EPS surprise -100.0%; Analyst downgrade today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.1% of ADV (need ≥20%),Gap +1.7% vs prior close; Above prior day high (303.00); Pre-mkt price above prior VWAP proxy (304.88),Stock +0.0% — insufficient RS edge,IV rank 60th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
INTU,Intuit Inc.,Technology,3,WATCH,after-hours,-5.22,6207834,296.76,301.98,-1.73,"EPS surprise -100.0%; Strong analyst consensus: 11 analysts, EPS $5.58 tight range (±4%); Analyst downgrade today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 9.5% of ADV (need ≥20%),Gap -1.7% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 98th percentile; ATM IV 54% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
UHS,"Universal Health Services, Inc.",Healthcare,3,WATCH,after-hours,2.45,1314964,145.17,142.72,1.72,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 10.8% of ADV (need ≥20%),Gap +1.7% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 61th percentile; ATM IV 57% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
HON,Honeywell International Inc.,Industrials,3,WATCH,after-hours,-3.67,4888144,213.97,217.64,-1.69,"EPS surprise -100.0%; Revenue estimate +7.7% vs prior period ($11.5B avg, 4 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 10.2% of ADV (need ≥20%),Gap -1.7% vs prior close; Testing/reclaiming 200-day MA (214.58),Stock +0.0% — insufficient RS edge,IV rank 91th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
